pvsnr,vsnr,vm,aktiv,spartek,vtr_dau,vtrweg,STORNGRD,gesbeitr,SDANZAHL,SCHAGESA,KOSTGESA,KOSTGEKA,kosten_verw,kosten_prov,plz,alter,SDBEITR5,HSN,KILOMETERSTAND,end_year,end_month,end_day,beg_year,beg_month,beg_day,gfeld_c,ort_id,anr_no,gender_id,plz_id,Customer_beg_year,Electric,car_model
26274419,26274419-001,00 000 1357,1,2,602.0,4,,"361,67",0.0,"0,00","0,00","0,00","61,78","41,27",64295,42.0,"532,82",8252.0,240.0,,,,2023,8,7,70270,3389,71295,1,5469,2023.0,1,86
26344436,26344436-001,00 000 1357,0,2,0.0,4,,"195,62",0.0,"0,00","0,00","0,00","0,00","0,00",63150,44.0,"0,00",603.0,153.0,2024.0,1.0,1.0,2024,1,1,70270,4343,71295,1,4436,2024.0,1,641
27218006,27218006-001,00 000 4927,1,3,58.0,2,,218.63,0.0,0,0,0,3.55,3.92,19273,44.0,"36,44",8004.0,267.0,,,,2025,2,1,70270,577,71295,1,1761,2025.0,1,601
26137533,26137533-001,00 000 8922,1,2,768.0,2,,"185,57",0.0,"0,00","0,00","0,00","41,33","38,10",87527,40.0,"355,63",603.0,78.0,,,,2023,2,22,70270,1802,71295,1,8136,2023.0,1,959
25988488,25988488-001,00 000 7741,0,2,298.0,2,36.0,"435,59",0.0,"0,00","0,00","0,00","43,55","38,41",63739,25.0,"356,94",603.0,181.0,2023.0,10.0,26.0,2023,1,1,70270,2058,71296,2,2445,2023.0,1,409
26396032,26396032-001,00 000 8151,0,1,422.0,2,36.0,"819,56",0.0,"0,00","0,00","0,00","91,48","103,92",85609,998.0,"938,37",7909.0,15.416,2025.0,2.0,26.0,2024,1,1,70270,6193,71298,4,6345,2024.0,1,162
23775855,23775855-003,00 000 5464,0,3,19.0,2,36.0,"72,77",0.0,"0,00","0,00","0,00","0,41","0,39",23909,68.0,"3,64",3001.0,120.0,2022.0,2.0,16.0,2022,1,28,70270,452,71296,2,9469,2011.0,1,780
26082214,26082214-001,00 000 5124,1,2,820.0,2,,"174,02",0.0,"0,00","0,00","0,00","43,58","40,14",98553,55.0,"374,82",3333.0,43.0,,,,2023,1,1,70270,1608,71296,2,1259,2023.0,1,1259
15603213,15603213-028,00 000 1711,0,2,247.0,1,36.0,"29,16",0.0,"0,00","0,00","0,00","3,29","1,57",25358,62.0,"18,83",517.0,,2024.0,4.0,11.0,2023,8,8,70271,383,71295,1,120,1981.0,1,3708
25922717,25922717-003,00 000 1357,1,2,241.0,4,,"287,66",0.0,"0,00","0,00","0,00","22,29","14,62",45739,56.0,"190,98",7100.0,11.0,,,,2024,8,2,70270,4524,71296,2,13794,2022.0,1,606
27165052,27165052-001,00 000 7741,1,1,89.0,2,,165.24,0.0,0,0,0,3.73,4.75,3042,59.0,"41,31",603.0,18.0,,,,2025,1,1,70270,3625,71295,1,8872,2025.0,1,57
26381264,26381264-001,00 000 1357,1,2,455.0,4,,"190,30",0.0,"0,00","0,00","0,00","23,36","15,68",52351,39.0,"204,24",8566.0,38.0,,,,2024,1,1,70270,2684,71295,1,2483,2024.0,1,1554
27180142,27180142-001,00 000 6184,1,1,137.0,2,,"625,40",0.0,"0,00","0,00","0,00","21,72","26,46",21357,36.0,"233,47",8004.0,20.518,,,,2024,11,14,70270,2442,71296,2,2177,2024.0,1,2241
27148622,27148622-001,00 000 1366,1,2,116.0,4,,"257,00",0.0,"0,00","0,00","0,00","10,20","6,29",77694,66.0,"82,81",603.0,32.0,,,,2024,12,5,70270,2316,71295,1,2033,2024.0,1,4
26001772,26001772-001,12 237 9063,1,1,820.0,2,,"152,99",0.0,"0,00","0,00","0,00","28,32","30,83",98646,59.0,"275,60",603.0,106.0,,,,2023,1,1,70270,2026,71295,1,1718,2023.0,1,55
25235564,25235564-003,00 000 8480,1,1,411.0,2,,"400,98",0.0,"0,00","0,00","0,00","37,97","43,80",74193,43.0,"393,48",4068.0,,,,,2024,2,14,70270,2252,71295,1,1962,2020.0,1,187
25961241,25961241-002,00 000 1357,0,1,775.0,4,,"125,36",0.0,"0,00","0,00","0,00","36,22","23,68",90562,94.0,"301,93",2222.0,2.0,2024.0,10.0,30.0,2022,9,16,70270,4282,71296,2,3382,2022.0,2,383
25345365,25345365-001,00 000 8068,1,1,820.0,2,,"461,93",0.0,"0,00","0,00","0,00","93,86","101,96",78628,54.0,"911,61",1313.0,120.2,,,,2023,1,1,70270,1329,71296,2,8871,2023.0,1,1725
26339156,26339156-001,12 277 8001,1,1,455.0,2,,"368,62",0.0,"0,00","0,00","0,00","42,26","48,53",44892,74.0,"436,66",5013.0,60.0,,,,2024,1,1,70270,352,71296,2,259,2024.0,1,883
26045244,26045244-001,00 000 1357,1,2,820.0,4,,"286,98",0.0,"0,00","0,00","0,00","67,88","45,03",65197,49.0,"576,46",588.0,155.0,,,,2023,1,1,70270,1882,71295,1,9305,2023.0,1,1341
27248187,27248187-001,00 000 1394,1,2,30.0,4,,19.7,0.0,0,0,0,0.21,0.12,74821,59.0,"1,64",1958.0,,,,,2025,3,1,70270,3941,71295,1,3965,2025.0,1,0
96715331,96715331-004,00 000 1366,1,3,517.0,4,,"56,40",0.0,"0,00","0,00","0,00","9,12","6,24",47226,85.0,"79,98",2222.0,20.0,,,,2023,10,31,70270,1304,71295,1,4503,2017.0,1,97
25917901,25917901-001,00 000 1560,1,1,1.032,1,,"1.228,04",1.0,"1.967,54","1.967,54","1.988,39","732,17","427,03",22547,47.0,"4.127,85",1889.0,1.0,,,,2022,6,3,70271,127,71295,1,9739,2022.0,1,378
26937044,26937044-001,00 000 1357,1,3,268.0,4,,"54,76",0.0,"0,00","0,00","0,00","4,62","3,12",32584,54.0,"40,31",3001.0,63.0,,,,2024,7,6,70270,1365,71295,1,1004,2024.0,1,873
27066453,27066453-001,00 000 1357,1,3,171.0,4,,"160,52",0.0,"0,00","0,00","0,00","8,86","5,82",6366,42.0,"75,80",8265.0,195.0,,,,2024,10,11,70270,4576,71295,1,4708,2024.0,1,11
26908092,26908092-001,00 000 7290,1,2,403.0,2,,"165,96",0.0,"0,00","0,00","0,00","29,57","28,13",63814,998.0,"264,30",4051.0,,,,,2024,2,22,70270,1364,71297,3,1003,2024.0,1,3
26178581,26178581-001,00 000 1357,1,3,747.0,4,,"210,28",0.0,"0,00","0,00","0,00","47,47","31,93",86505,66.0,"407,23",999.0,260.0,,,,2023,3,15,70270,2837,71295,1,14538,2023.0,1,806
27009360,27009360-001,00 000 1524,1,2,89.0,1,,190.65,0.0,0,0,0,8.26,4.01,25436,59.0,"47,66",1844.0,45.722,,,,2025,1,1,70270,407,71296,2,188,2025.0,1,116
25621051,25621051-003,00 000 6779,0,2,906.0,2,36.0,"340,64",0.0,"0,00","0,00","0,00","100,23","90,92",1705,998.0,"847,24",1313.0,,2024.0,11.0,15.0,2022,5,24,70271,1442,71298,4,1093,2018.0,1,2197
26379562,26379562-001,00 000 7741,1,3,455.0,2,,"110,82",0.0,"0,00","0,00","0,00","11,38","11,77",27404,42.0,"112,68",8566.0,153.794,,,,2024,1,1,70270,162,71295,1,455,2024.0,1,131
26398160,26398160-001,00 000 1357,1,2,455.0,4,,"197,30",0.0,"0,00","0,00","0,00","24,37","16,36",16515,66.0,"213,14",1329.0,130.0,,,,2024,1,1,70270,1682,71295,1,1335,2024.0,1,151
27225969,27225969-001,00 000 1394,1,2,30.0,4,,19.7,0.0,0,0,0,0.21,0.12,14974,64.0,"1,64",2115.0,,,,,2025,3,1,70270,5103,71295,1,5313,2025.0,1,0
25839415,25839415-001,00 000 9240,1,3,1.159,2,,"239,22",0.0,"0,00","0,00","0,00","70,73","68,85",44809,26.0,"650,90",588.0,138.0,,,,2022,1,27,70270,352,71295,1,7996,2022.0,1,1929
22122700,22122700-002,00 000 5089,1,2,1.185,2,,"145,57",0.0,"0,00","0,00","0,00","47,65","43,55",24637,80.0,"403,96",710.0,128.0,,,,2022,1,1,70270,257,71295,1,16272,2020.0,1,1961
26225189,26225189-001,00 000 7117,0,2,256.0,2,36.0,"262,30",0.0,"0,00","0,00","0,00","18,95","17,10",84137,83.0,"159,89",1313.0,99.359,2024.0,3.0,13.0,2023,7,1,70270,4835,71295,1,15295,2023.0,1,462
96569313,96569313-004,00 000 1366,1,2,738.0,4,,"276,62",0.0,"0,00","0,00","0,00","52,65","35,11",51107,62.0,"452,04",999.0,162.5,,,,2023,3,24,70270,1104,71295,1,4752,2016.0,1,2059
27253880,27253880-001,00 000 5089,1,2,30.0,2,,35.46,0.0,0,0,0,0.34,0.33,24229,57.0,"2,96",1947.0,,,,,2025,3,1,70270,953,71295,1,59,2025.0,1,0
25237289,25237289-005,00 000 2583,1,2,273.0,2,,"405,98",0.0,"0,00","0,00","0,00","35,07","33,50",61267,33.0,"312,06",603.0,28.0,,,,2024,7,1,70270,4377,71295,1,13942,2019.0,1,2161
26931857,26931857-001,00 000 1357,1,2,307.0,4,,"259,85",0.0,"0,00","0,00","0,00","26,32","17,52",52224,36.0,"228,44",8566.0,91.0,,,,2024,5,28,70270,3344,71296,2,3910,2024.0,1,393
26496455,26496455-001,00 000 9945,1,2,494.0,2,,"374,08",1.0,"2.800,00","3.001,56","3.413,78","57,47","54,39",94508,998.0,"509,55",2222.0,1.0,,,,2023,11,23,70271,3750,71297,3,3745,2023.0,1,234
26884851,26884851-001,00 000 6245,1,1,347.0,2,,"1.599,68",0.0,"0,00","0,00","0,00","130,45","151,29",22459,998.0,"1.356,70",8566.0,10.0,,,,2024,4,18,70270,127,71295,1,11002,2024.0,1,3432
27203403,27203403-001,00 000 8075,1,2,77.0,2,,468.06,0.0,0,0,0,11.68,11.33,26131,31.0,"102,08",8004.0,144.508,,,,2025,1,13,70270,449,71295,1,1372,2025.0,1,904
22529932,22529932-006,00 000 1702,0,2,0.0,1,35.0,"157,99",0.0,"0,00","0,00","0,00","0,00","0,00",25569,43.0,"0,00",1727.0,33.0,2024.0,12.0,2.0,2024,12,2,70270,903,71296,2,123,1999.0,1,0
25164302,25164302-002,00 000 1383,1,2,601.0,4,,"160,11",0.0,"0,00","0,00","0,00","29,93","20,02",76761,38.0,"258,35",1313.0,33.0,,,,2023,8,8,70270,5580,71295,1,5785,2019.0,1,3540
26427396,26427396-001,12 270 2001,1,3,455.0,2,,"345,49",0.0,"0,00","0,00","0,00","8,41","9,29",14727,42.0,"86,37",5.0,52.0,,,,2024,1,1,70270,6983,71295,1,6997,2024.0,1,685
24226211,24226211-132,00 000 8370,0,1,710.0,2,36.0,"974,77",0.0,"0,00","0,00","0,00","173,90","181,94",94469,998.0,"1.619,75",3003.0,,2024.0,7.0,12.0,2022,8,2,70271,2672,71298,4,10667,2015.0,1,960
24621616,24621616-003,00 000 1357,0,2,86.0,4,,"798,52",0.0,"0,00","0,00","0,00","21,11","14,32",49377,42.0,"186,32",5.0,193.0,2025.0,1.0,15.0,2024,10,21,70270,919,71295,1,557,2017.0,1,2412
26912671,26912671-001,00 000 5319,0,2,298.0,2,999.0,"19,60",0.0,"0,00","0,00","0,00","1,78","1,69",18107,37.0,"16,01",1958.0,,2025.0,3.0,1.0,2024,5,7,70270,875,71296,2,527,2024.0,1,0
27081392,27081392-001,00 000 1357,1,3,148.0,4,,"66,05",0.0,"0,00","0,00","0,00","3,20","2,08",97753,56.0,"27,15",8357.0,162.0,,,,2024,11,3,70270,1387,71295,1,1029,2024.0,1,207
26443163,26443163-001,00 000 7741,1,3,482.0,2,,"202,25",0.0,"0,00","0,00","0,00","23,53","24,15",41751,47.0,"231,20",5.0,168.0,,,,2023,12,5,70270,1289,71296,2,1737,2023.0,1,1124
26341247,26341247-001,26 770 8001,0,3,255.0,2,36.0,"60,24",1.0,"234,89","234,89","235,79","4,29","4,34",53175,52.0,"42,00",3333.0,150.0,2024.0,9.0,12.0,2024,1,1,70270,1183,71296,2,5145,2024.0,1,528
25857664,25857664-005,00 000 3002,1,2,12.0,1,,40.13,0.0,0,0,0,0.23,0.11,22455,72.0,"1,34",7501.0,,,,,2025,3,19,70270,127,71295,1,258,2022.0,1,0
26087944,26087944-001,00 000 1427,1,2,820.0,1,,"119,45",0.0,"0,00","0,00","0,00","37,51","18,03",24217,64.0,"215,24",603.0,113.243,,,,2023,1,1,70271,370,71296,2,269,2023.0,2,845
27099393,27099393-001,00 000 7741,1,3,89.0,2,,125.58,0.0,0,0,0,3.06,3.38,76646,69.0,"31,40",7107.0,129.0,,,,2025,1,1,70270,3882,71295,1,3900,2025.0,1,160
25532707,25532707-001,00 000 1366,0,2,6.0,4,,"100,84",0.0,"0,00","0,00","0,00","11,15","7,77",70565,62.0,"100,84",8004.0,,2024.0,8.0,29.0,2024,8,23,70270,2386,71295,1,12080,2024.0,1,317
27267294,27267294-001,00 000 1394,1,2,25.0,4,,19.81,0.0,0,0,0,0.17,0.1,91054,36.0,"1,38",1947.0,,,,,2025,3,6,70270,2355,71295,1,5755,2025.0,1,0
26276556,26276556-001,00 000 7476,1,2,602.0,2,,"533,62",0.0,"0,00","0,00","0,00","108,30","101,10",18439,57.0,"946,11",3003.0,159.918,,,,2023,8,7,70270,1017,71296,2,647,2023.0,1,1337
6225729,06225729-008,00 000 1312,0,2,365.0,1,999.0,"39,30",0.0,"0,00","0,00","0,00","6,82","3,32",22393,58.0,"39,30",4013.0,,2025.0,3.0,1.0,2024,3,1,70269,127,71296,2,301,1988.0,1,0
26964146,26964146-002,00 000 1394,1,2,30.0,4,,19.7,0.0,0,0,0,0.21,0.12,76327,42.0,"1,64",2115.0,,,,,2025,3,1,70270,3958,71295,1,3983,2024.0,1,0
27170035,27170035-001,00 000 2480,1,2,89.0,2,,162.93,0.0,0,0,0,4.66,4.52,18273,59.0,"40,73",9101.0,44.0,,,,2025,1,1,70270,1206,71296,2,10046,2025.0,1,1513
27165019,27165019-001,00 000 7741,1,1,89.0,2,,217.14,0.0,0,0,0,4.9,6.24,87541,70.0,"54,29",8212.0,51.473,,,,2025,1,1,70270,3221,71295,1,8850,2025.0,1,1153
26315846,26315846-001,00 000 5859,1,3,552.0,2,,"77,09",0.0,"0,00","0,00","0,00","10,57","10,69",31553,47.0,"102,16",3029.0,,,,,2023,9,26,70270,2376,71296,2,2092,2023.0,1,30
25892795,25892795-004,00 000 1383,0,2,87.0,4,,"260,13",0.0,"0,00","0,00","0,00","7,45","4,67",86978,27.0,"61,41",5013.0,185.0,2025.0,2.0,27.0,2024,12,2,70270,5477,71295,1,14347,2022.0,1,2277
25789706,25789706-001,00 000 1357,1,3,1.185,4,,"52,61",0.0,"0,00","0,00","0,00","17,27","11,06",55252,48.0,"142,53",35.0,88.0,,,,2022,1,1,70270,5070,71295,1,5281,2022.0,1,2070
25805656,25805656-002,00 000 3735,0,2,17.0,2,30.0,"247,20",0.0,"0,00","0,00","0,00","1,42","1,28",91074,42.0,"11,67",1480.0,1.0,2022.0,12.0,2.0,2022,11,15,70270,4230,71296,2,11833,2022.0,2,44
26936369,26936369-003,00 000 1394,0,2,0.0,4,,19.74,0.0,0,0,0,0.0,0.0,52134,39.0,"0,00",900.0,,2025.0,3.0,3.0,2025,3,3,70270,1395,71295,1,1038,2024.0,1,0
26356260,26356260-001,00 000 6546,1,2,455.0,2,,"119,44",0.0,"0,00","0,00","0,00","14,12","13,46",15366,44.0,"125,94",603.0,32.8,,,,2024,1,1,70270,3324,71295,1,1517,2024.0,1,99
26494208,26494208-001,00 000 1369,1,2,455.0,4,,"231,32",0.0,"0,00","0,00","0,00","30,81","20,74",69514,29.0,"270,13",8566.0,136.0,,,,2024,1,1,70270,2992,71295,1,3058,2024.0,1,172
26016442,26016442-001,00 000 2985,0,3,431.0,2,36.0,"110,34",0.0,"0,00","0,00","0,00","14,36","13,50",47574,63.0,"128,23",8004.0,277.5,2024.0,3.0,7.0,2023,1,1,70270,1162,71295,1,794,2023.0,1,1287
26225687,26225687-001,00 000 1369,1,3,536.0,4,,"55,60",0.0,"0,00","0,00","0,00","9,87","6,74",67661,45.0,"86,35",5013.0,137.0,,,,2023,10,12,70270,1200,71295,1,10886,2023.0,1,103
25792162,25792162-001,00 000 2984,0,3,365.0,2,35.0,"74,60",0.0,"0,00","0,00","0,00","8,45","8,03",52076,42.0,"74,60",603.0,128.0,2023.0,1.0,1.0,2022,1,1,70270,1465,71296,2,3170,2022.0,1,616
26892098,26892098-002,12 258 4006,1,3,349.0,2,,"34,19",0.0,"0,00","0,00","0,00","2,80","2,91",2785,998.0,"27,83",5046.0,,,,,2024,4,16,70271,5931,71297,3,16055,2024.0,1,3432
25895247,25895247-001,00 000 7091,1,2,1.067,2,,"266,62",2.0,"241,94","241,94","273,84","72,70","66,88",65550,40.0,"622,47",2234.0,20.605,,,,2022,4,29,70270,2744,71295,1,15531,2022.0,1,269
26467396,26467396-001,00 000 7301,1,2,486.0,2,,"214,02",0.0,"0,00","0,00","0,00","28,71","27,22",4107,29.0,"254,76",603.0,87.5,,,,2023,12,1,70270,977,71295,1,2262,2023.0,1,1914
27171463,27171463-002,00 000 2372,1,3,89.0,2,,79.14,0.0,0,0,0,1.93,2.13,92331,57.0,"19,79",588.0,74.119,,,,2025,1,1,70270,7375,71296,2,8656,2025.0,1,1616
27003598,27003598-002,00 000 1366,0,3,203.0,4,,"24,80",0.0,"0,00","0,00","0,00","1,53","1,09",36284,72.0,"13,85",2296.0,,2025.0,3.0,1.0,2024,8,10,70270,5041,71295,1,5249,2024.0,1,0
25901708,25901708-002,00 000 7283,1,2,1.042,2,,"33,38",0.0,"0,00","0,00","0,00","9,82","9,00",89547,44.0,"83,67",9960.0,,,,,2022,5,24,70270,6962,71295,1,12337,2022.0,1,105
25438940,25438940-007,00 000 1366,0,2,59.0,4,,"442,50",0.0,"0,00","0,00","0,00","8,71","5,69",53859,31.0,"71,29",8566.0,240.0,2023.0,4.0,29.0,2023,3,1,70270,2173,71295,1,8169,2020.0,1,753
26164137,26164137-001,00 000 3741,0,3,678.0,2,998.0,"0,00",0.0,"0,00","0,00","0,00","20,12","19,57",44894,52.0,"187,55",588.0,240.0,2024.0,12.0,31.0,2023,2,22,70270,352,71296,2,9652,2023.0,1,821
26227227,26227227-001,12 261 4001,0,2,531.0,2,31.0,"419,94",0.0,"0,00","0,00","0,00","57,77","53,59",48703,48.0,"504,72",1889.0,62.0,2025.0,1.0,1.0,2023,7,20,70270,1057,71296,2,7958,2023.0,1,297
26416882,26416882-011,12 270 2001,0,1,366.0,2,50.0,"482,50",0.0,"0,00","0,00","0,00","47,57","53,12",70806,998.0,"482,50",3003.0,,2025.0,1.0,1.0,2024,1,1,70270,1863,71297,3,1539,2024.0,1,2118
26465299,26465299-001,29 917 0001,0,2,73.0,2,36.0,"151,42",0.0,"0,00","0,00","0,00","3,42","3,24",14822,41.0,"30,70",603.0,180.0,2024.0,3.0,14.0,2024,1,1,70270,9874,71295,1,5436,2024.0,1,165
25497025,25497025-002,00 000 0805,0,3,263.0,1,999.0,"24,80",0.0,"0,00","0,00","0,00","3,45","1,53",24623,38.0,"17,91",2296.0,,2025.0,3.0,1.0,2024,6,11,70270,137,71296,2,106,2020.0,1,0
24675677,24675677-003,00 000 6793,1,2,769.0,2,,"316,11",0.0,"0,00","0,00","0,00","72,23","66,66",30952,54.0,"622,49",1313.0,160.0,,,,2023,2,21,70270,1320,71295,1,958,2018.0,1,412
26512985,26512985-002,00 000 7741,1,2,455.0,2,,"48,79",0.0,"0,00","0,00","0,00","6,22","5,93",76473,998.0,"55,53",2138.0,,,,,2024,1,1,70270,1925,71297,3,1606,2024.0,1,3432
22334048,22334048-005,00 000 0119,1,2,24.0,1,,19.83,0.0,0,0,0,0.23,0.11,24401,59.0,"1,32",1243.0,,,,,2025,3,7,70270,3,71296,2,3,1996.0,1,0
24054551,24054551-008,00 000 6200,1,2,235.0,2,,"295,08",1.0,"1.808,23","1.808,23","2.056,57","13,15","12,63",25876,51.0,"116,42",7593.0,,,,,2024,8,8,70270,424,71295,1,299,2005.0,1,1809
25802508,25802508-001,00 000 7259,1,3,1.185,2,,"128,25",0.0,"0,00","0,00","0,00","38,02","37,03",26607,58.0,"350,22",3333.0,77.573,,,,2022,1,1,70270,542,71295,1,10077,2022.0,1,2241
24437464,24437464-002,00 000 8445,1,1,455.0,2,,"421,30",0.0,"0,00","0,00","0,00","46,93","53,89",47506,33.0,"484,87",7118.0,51.0,,,,2024,1,1,70270,1072,71296,2,698,2017.0,1,1378
27027669,27027669-001,00 000 4927,1,3,210.0,2,,"218,09",0.0,"0,00","0,00","0,00","12,68","13,32",76549,38.0,"126,61",8566.0,87.0,,,,2024,9,2,70270,3530,71295,1,3490,2024.0,1,1130
26161393,26161393-002,00 000 1366,0,1,492.0,4,,"234,74",0.0,"0,00","0,00","0,00","37,92","25,42",78187,36.0,"321,66",603.0,180.0,2024.0,7.0,3.0,2023,2,27,70270,3217,71296,2,12020,2023.0,1,1447
26347182,26347182-001,00 000 9852,1,2,455.0,2,,"156,34",0.0,"0,00","0,00","0,00","19,57","18,65",32339,53.0,"174,65",603.0,280.0,,,,2024,1,1,70270,5489,71296,2,5691,2024.0,1,24
26936443,26936443-001,00 000 7476,1,2,312.0,2,,"722,94",0.0,"0,00","0,00","0,00","73,53","70,17",40670,37.0,"655,20",3003.0,153.0,,,,2024,5,23,70270,1286,71295,1,3947,2024.0,1,1312
22684645,22684645-004,00 000 6181,1,1,343.0,2,,"221,95",0.0,"0,00","0,00","0,00","19,27","22,29",24768,48.0,"200,07",5.0,44.0,,,,2024,4,22,70270,52,71296,2,44,2001.0,1,1696
25740753,25740753-124,00 000 6720,1,2,1.185,2,,"24,30",0.0,"0,00","0,00","0,00","8,39","7,61",18239,998.0,"70,30",6443.0,,,,,2022,1,1,70269,752,71298,4,464,2021.0,1,3432
23655557,23655557-014,00 000 1832,1,2,795.0,1,,"60,89",0.0,"0,00","0,00","0,00","20,69","9,94",24628,60.0,"118,74",9226.0,,,,,2023,1,26,70269,294,71295,1,221,2001.0,1,3432
24958499,24958499-005,00 000 1357,1,3,1.046,4,,"186,58",0.0,"0,00","0,00","0,00","49,48","32,17",83209,38.0,"413,45",603.0,347.0,,,,2022,5,20,70270,1839,71295,1,1514,2016.0,1,215
27065709,27065709-001,00 000 6228,1,2,172.0,2,,"103,27",0.0,"0,00","0,00","0,00","5,54","5,32",24977,71.0,"49,06",603.0,7.0,,,,2024,10,10,70270,116,71295,1,13,2024.0,1,527
26155841,26155841-001,00 000 8399,0,2,762.0,2,31.0,"439,54",0.0,"0,00","0,00","0,00","101,83","93,10",44139,65.0,"872,85",1480.0,,2025.0,1.0,1.0,2022,12,1,70270,900,71296,2,6544,2022.0,2,346
26442087,26442087-001,00 000 1357,0,3,331.0,4,,"76,36",0.0,"0,00","0,00","0,00","7,65","5,42",79114,56.0,"69,15",603.0,270.0,2024.0,11.0,27.0,2024,1,1,70270,1859,71295,1,4743,2024.0,1,1818
26866624,26866624-001,00 000 1366,0,3,345.0,4,,"24,80",0.0,"0,00","0,00","0,00","2,59","1,84",58509,47.0,"23,42",4013.0,,2025.0,3.0,1.0,2024,3,21,70270,3009,71295,1,5109,2024.0,1,0
26415875,26415875-001,00 000 4355,1,1,455.0,2,,"557,40",0.0,"0,00","0,00","0,00","50,77","58,65",94526,79.0,"526,63",603.0,85.0,,,,2024,1,1,70270,6365,71295,1,6497,2024.0,1,130
24321666,24321666-002,00 000 6527,1,2,820.0,2,,"304,19",0.0,"0,00","0,00","0,00","60,66","56,08",45894,78.0,"523,31",8004.0,63.0,,,,2023,1,1,70270,1921,71295,1,3976,2016.0,1,395
27129237,27129237-001,12 258 4006,1,1,89.0,2,,836.48,0.0,0,0,0,10.49,13.35,4105,998.0,"116,18",2525.0,,,,,2025,1,1,70271,977,71298,4,4314,2025.0,1,302
25508957,25910216-001,00 000 1357,0,2,433.0,4,,"366,78",0.0,"0,00","0,00","0,00","50,85","31,21",76703,60.0,"399,90",9648.0,200.0,2023.0,8.0,17.0,2022,6,10,70270,2596,71296,2,8968,2021.0,1,986
25805377,25805377-001,00 000 7741,1,2,1.185,2,,"90,19",0.0,"0,00","0,00","0,00","25,27","23,12",26835,49.0,"214,56",603.0,85.045,,,,2022,1,1,70270,3660,71295,1,11641,2022.0,1,382
26113402,26113402-001,00 000 6663,1,2,820.0,2,,"395,91",0.0,"0,00","0,00","0,00","93,20","85,78",26345,32.0,"800,60",603.0,72.0,,,,2023,1,1,70270,2726,71295,1,2530,2023.0,1,42
27163199,27163199-001,00 000 1357,1,2,89.0,4,,889.85,0.0,0,0,0,28.21,16.82,63128,29.0,"222,46",603.0,373.0,,,,2025,1,1,70270,3387,71296,2,7912,2025.0,1,2513
26067583,26067583-001,00 000 1357,0,2,26.0,4,,"206,01",0.0,"0,00","0,00","0,00","1,82","1,19",1773,50.0,"14,88",7106.0,141.0,2023.0,1.0,27.0,2023,1,1,70270,6901,71295,1,6936,2023.0,1,812
26236204,26236204-001,00 000 1362,0,1,107.0,4,,"1.338,44",0.0,"0,00","0,00","0,00","43,59","30,90",12357,38.0,"394,10",1313.0,66.0,2024.0,6.0,2.0,2024,2,16,70270,572,71295,1,5147,2024.0,1,3733
24769834,24769834-008,00 000 8313,0,2,365.0,2,999.0,"19,60",0.0,"0,00","0,00","0,00","2,18","2,07",26506,54.0,"19,60",1958.0,,2025.0,3.0,1.0,2024,3,1,70270,1600,71296,2,1250,2018.0,1,0
26182334,26182334-002,00 000 1357,0,2,60.0,4,,"571,28",0.0,"0,00","0,00","0,00","11,44","7,47",81669,31.0,"93,63",603.0,134.0,2023.0,7.0,21.0,2023,5,22,70270,1041,71296,2,9785,2023.0,1,984
26397572,26397572-002,00 000 1383,1,2,46.0,4,,156.45,0.0,0,0,0,2.65,1.58,16356,35.0,"20,86",7593.0,14.0,,,,2025,2,13,70270,3992,71296,2,2129,2024.0,1,504
26512593,26512593-001,12 278 8014,1,1,455.0,2,,"468,85",0.0,"0,00","0,00","0,00","49,16","56,54",86931,998.0,"508,41",,,,,,2024,1,1,70270,4975,71295,1,5178,2024.0,1,0
26048767,26048767-002,00 000 7301,0,2,6.0,2,999.0,"82,35",0.0,"0,00","0,00","0,00","9,17","8,70",67117,38.0,"82,35",8306.0,,2024.0,10.0,1.0,2024,9,25,70270,3244,71296,2,12479,2023.0,1,0
25760089,25760089-001,00 000 9240,0,2,112.0,2,36.0,"332,00",0.0,"0,00","0,00","0,00","12,61","11,29",41239,60.0,"103,29",603.0,167.0,2022.0,4.0,23.0,2022,1,1,70270,775,71295,1,10594,2022.0,1,561
25878308,25878308-001,00 000 2755,1,2,1.088,2,,"118,15",0.0,"0,00","0,00","0,00","49,44","44,92",94496,57.0,"417,25",5.0,,,,,2022,4,8,70270,7418,71295,1,10683,2022.0,1,2593
25820065,25820065-001,00 000 9087,1,3,1.185,2,,"79,51",0.0,"0,00","0,00","0,00","24,21","23,58",65594,81.0,"223,06",3040.0,,,,,2022,1,1,70270,3470,71295,1,11328,2022.0,1,594
26349130,26349130-001,00 000 1369,0,3,366.0,4,,"99,67",0.0,"0,00","0,00","0,00","11,02","7,81",55262,39.0,"99,67",8566.0,156.0,2025.0,1.0,1.0,2024,1,1,70270,2138,71295,1,4801,2024.0,1,1429
24921448,24921448-004,00 000 1366,0,2,438.0,4,,"604,80",0.0,"0,00","0,00","0,00","73,62","43,96",53859,59.0,"569,00",3001.0,167.261,2023.0,5.0,6.0,2022,2,22,70270,2173,71295,1,1871,2019.0,1,890
26909701,26909701-001,00 000 5747,0,2,206.0,2,40.0,"271,57",0.0,"0,00","0,00","0,00","16,98","16,09",30966,48.0,"152,38",1313.0,195.0,2024.0,12.0,5.0,2024,5,13,70270,3317,71295,1,3234,2024.0,1,2897
