pvsnr,vsnr,vm,aktiv,spartek,vtr_dau,vtrweg,STORNGRD,gesbeitr,SDANZAHL,SCHAGESA,KOSTGESA,KOSTGEKA,kosten_verw,kosten_prov,plz,alter,SDBEITR5,HSN,KILOMETERSTAND,end_year,end_month,end_day,beg_year,beg_month,beg_day,gfeld_c,ort_id,anr_no,gender_id,plz_id,Customer_beg_year,Electric,car_model
25289802,25289802-002,00 000 1357,1,2,1.068,4,,"217,74",0.0,"0,00","0,00","0,00","67,40","43,42",1809,71.0,"559,39",5013.0,18.0,,,,2022,4,28,70270,1457,71295,1,13793,2020.0,1,662
25783240,25783240-001,00 000 1357,0,2,312.0,4,,"199,34",1.0,"6.027,53","6.027,53","6.990,41","22,67","12,96",52134,40.0,"170,55",1313.0,208.0,2022.0,11.0,9.0,2022,1,1,70270,1395,71295,1,1038,2022.0,1,173
26034145,26034145-001,00 000 2984,1,3,820.0,2,,"215,60",0.0,"0,00","0,00","0,00","42,38","41,76",94065,42.0,"398,06",7106.0,240.0,,,,2023,1,1,70270,3111,71296,2,11323,2023.0,1,799
26474794,26474794-001,00 000 7629,1,1,455.0,2,,"303,63",0.0,"0,00","0,00","0,00","31,76","36,53",12309,57.0,"328,50",5.0,25.0,,,,2024,1,1,70270,572,71296,2,6053,2024.0,1,1584
25844052,25844052-001,00 000 9240,0,2,564.0,2,36.0,"422,11",0.0,"0,00","0,00","0,00","60,38","53,72",50389,27.0,"494,71",8566.0,117.7,2023.0,8.0,22.0,2022,2,4,70270,1448,71296,2,7994,2022.0,1,132
25817893,25817893-001,00 000 6857,1,2,1.185,2,,"184,26",0.0,"0,00","0,00","0,00","64,59","58,97",74343,55.0,"547,28",8253.0,77.0,,,,2022,1,1,70270,4519,71295,1,12653,2022.0,1,319
26889414,26889414-001,00 000 1357,1,2,350.0,4,,"1.177,49",0.0,"0,00","0,00","0,00","129,93","86,81",55283,20.0,"1.131,70",588.0,62.0,,,,2024,4,15,70270,1844,71295,1,9851,2024.0,1,1453
27056083,27056083-001,00 000 1357,1,2,181.0,4,,"798,24",0.0,"0,00","0,00","0,00","47,38","30,47",81243,38.0,"399,12",1844.0,15.0,,,,2024,10,1,70270,1041,71296,2,5181,2024.0,1,53
26307075,26307075-001,00 000 1369,0,3,0.0,4,,"127,92",0.0,"0,00","0,00","0,00","0,00","0,00",30989,33.0,"0,00",3001.0,101.0,2023.0,9.0,25.0,2023,9,25,70270,3879,71295,1,3896,2023.0,1,553
26883552,26883552-001,00 000 1357,1,3,346.0,4,,"94,67",0.0,"0,00","0,00","0,00","10,23","6,98",64572,41.0,"89,94",8004.0,136.0,,,,2024,4,19,70270,2104,71295,1,10573,2024.0,1,697
25891950,25891950-002,00 000 1383,0,3,366.0,4,,"73,41",0.0,"0,00","0,00","0,00","8,65","5,80",99759,33.0,"73,41",603.0,485.0,2024.0,5.0,16.0,2023,5,16,70270,6701,71296,2,15514,2022.0,1,1242
97096976,97096976-001,00 000 9141,0,3,0.0,2,35.0,"47,91",0.0,"0,00","0,00","0,00","0,00","0,00",2739,53.0,"0,00",35.0,186.8,2024.0,1.0,1.0,2024,1,1,70270,2515,71296,2,2266,2012.0,1,431
27092332,27092332-001,00 000 5453,1,1,89.0,2,,367.44,0.0,0,0,0,8.29,10.55,99976,53.0,"91,86",603.0,5.85,,,,2025,1,1,70270,7285,71296,2,7140,2025.0,2,535
27160495,27160495-001,00 000 2048,1,2,89.0,2,,236.32,0.0,0,0,0,6.76,6.56,26203,64.0,"59,08",603.0,239.0,,,,2025,1,1,70270,2500,71295,1,2247,2025.0,1,128
25994901,25994901-001,00 000 2761,0,2,730.0,2,36.0,"535,21",1.0,"2.800,00","3.001,56","3.413,78","158,83","143,50",25746,30.0,"1.339,64",2131.0,122.0,2024.0,10.0,24.0,2022,10,25,70270,206,71295,1,8635,2022.0,1,318
26871872,26871872-001,00 000 1366,0,2,339.0,4,,"19,60",0.0,"0,00","0,00","0,00","2,01","1,40",20251,43.0,"18,18",2335.0,,2025.0,3.0,1.0,2024,3,27,70270,127,71296,2,7854,2024.0,1,0
26535378,26535378-001,00 000 7277,1,2,452.0,2,,"36,26",0.0,"0,00","0,00","0,00","5,54","5,28",83064,31.0,"49,53",7102.0,,,,,2024,1,4,70270,5229,71296,2,5441,2024.0,1,615
25956431,25956431-001,00 000 9240,0,1,138.0,2,311.0,"665,58",0.0,"0,00","0,00","0,00","28,10","28,70",58791,56.0,"249,59",8566.0,68.0,2023.0,1.0,1.0,2022,8,16,70270,3052,71295,1,2899,2022.0,1,450
26304913,26304913-001,00 000 3584,1,2,565.0,2,,"267,67",0.0,"0,00","0,00","0,00","42,99","40,34",46242,72.0,"377,27",3001.0,21.545,,,,2023,9,13,70270,1026,71296,2,694,2023.0,1,1252
26916187,26916187-001,00 000 8079,1,2,322.0,2,,"377,34",0.0,"0,00","0,00","0,00","34,47","32,91",13053,73.0,"306,86",35.0,89.985,,,,2024,5,13,70270,572,71296,2,1706,2024.0,1,1809
26393857,26393857-001,00 000 1357,1,2,455.0,4,,"219,66",0.0,"0,00","0,00","0,00","24,25","16,20",78056,45.0,"211,19",603.0,113.0,,,,2024,1,1,70270,3339,71295,1,3270,2024.0,1,622
25850917,25850917-001,00 000 2193,0,1,93.0,2,36.0,"349,47",0.0,"0,00","0,00","0,00","10,27","10,49",70197,38.0,"91,25",1313.0,88.5,2022.0,5.0,21.0,2022,2,17,70270,2386,71295,1,15519,2022.0,1,2345
27132779,27132779-002,12 323 2001,1,2,172.0,2,,"375,81",0.0,"0,00","0,00","0,00","20,44","19,61",65468,998.0,"180,93",7593.0,,,,,2024,10,10,70271,4137,71297,3,4186,2024.0,1,1861
25618749,25618749-002,00 000 1366,1,2,934.0,4,,"180,19",0.0,"0,00","0,00","0,00","45,66","29,90",18279,60.0,"384,47",603.0,29.0,,,,2022,9,9,70270,1684,71295,1,1338,2021.0,1,1002
25761906,25761906-002,00 000 1357,1,3,832.0,4,,"210,53",1.0,"3.151,88","3.151,88","3.155,58","49,24","32,85",55606,42.0,"418,98",5.0,226.0,,,,2022,12,20,70270,1701,71295,1,8895,2021.0,1,276
26118734,26118734-001,00 000 7080,0,2,731.0,2,31.0,"132,31",0.0,"0,00","0,00","0,00","30,62","27,98",6905,75.0,"262,49",1313.0,,2025.0,1.0,1.0,2023,1,1,70270,2660,71295,1,2454,2023.0,1,451
26888793,26888793-001,00 000 7476,1,1,389.0,2,,"451,71",0.0,"0,00","0,00","0,00","58,16","66,53",66280,998.0,"599,39",8212.0,1.0,,,,2024,3,7,70271,3196,71298,4,10732,2024.0,1,345
25000823,25000823-002,00 000 1362,1,2,20.0,4,,251.55,0.0,0,0,0,1.77,1.06,24214,73.0,"13,98",1313.0,170.0,,,,2025,3,11,70270,485,71296,2,55,2018.0,1,2215
27241140,27241140-001,73 860 3001,1,2,10.0,2,,350.64,0.0,0,0,0,1.11,1.08,13156,46.0,"9,74",603.0,105.0,,,,2025,3,21,70270,572,71296,2,1346,2025.0,1,743
26059895,26059895-001,00 000 3765,0,2,165.0,2,36.0,"27,45",0.0,"0,00","0,00","0,00","1,53","1,35",79588,56.0,"12,51",513.0,,2023.0,6.0,15.0,2023,1,1,70270,3239,71295,1,3139,2023.0,1,0
26114834,26114834-007,00 000 4390,1,2,820.0,2,,"400,87",0.0,"0,00","0,00","0,00","96,60","88,89",48149,998.0,"829,74",3003.0,,,,,2023,1,1,70271,1386,71298,4,2149,2022.0,1,1373
25451106,25451106-296,00 000 8485,0,1,402.0,2,36.0,"188,96",0.0,"0,00","0,00","0,00","7,65","8,39",42699,998.0,"75,83",7104.0,,2025.0,1.0,3.0,2023,11,28,70271,876,71298,4,4062,2020.0,1,891
22149920,22149920-005,00 000 1645,1,2,423.0,1,,"22,32",0.0,"0,00","0,00","0,00","4,20","2,04",24816,52.0,"24,21",7721.0,,,,,2024,2,2,70270,299,71295,1,200,1998.0,1,28
26224204,26224204-001,00 000 7066,1,1,656.0,2,,"428,44",0.0,"0,00","0,00","0,00","60,96","67,64",85778,54.0,"605,59",1313.0,173.254,,,,2023,6,14,70270,3487,71295,1,3443,2023.0,1,2633
26070506,26070506-001,00 000 7741,1,2,740.0,2,,"258,07",0.0,"0,00","0,00","0,00","42,21","39,17",73230,48.0,"365,27",588.0,255.83,,,,2023,3,22,70270,3193,71295,1,3084,2023.0,1,2284
25316530,25316530-002,00 000 1357,1,2,580.0,4,,"273,91",0.0,"0,00","0,00","0,00","44,84","29,97",21493,70.0,"387,35",8212.0,53.0,,,,2023,8,29,70270,541,71295,1,358,2020.0,1,169
25965931,25965931-001,00 000 8699,0,3,542.0,2,40.0,"48,02",0.0,"0,00","0,00","0,00","7,94","7,48",25712,28.0,"70,81",8004.0,213.176,2024.0,3.0,15.0,2022,9,20,70270,642,71295,1,9170,2022.0,1,1419
26047578,26047578-001,00 000 4927,0,3,529.0,2,998.0,"0,00",0.0,"0,00","0,00","0,00","11,21","10,66",31618,68.0,"101,57",5013.0,233.0,2024.0,6.0,13.0,2023,1,1,70270,1160,71295,1,15550,2023.0,1,268
23083112,23083112-003,00 000 9750,1,2,455.0,2,,"61,80",0.0,"0,00","0,00","0,00","8,66","8,25",33829,53.0,"77,32",7607.0,,,,,2024,1,1,70270,2850,71295,1,2666,2005.0,1,0
26458498,26458498-001,00 000 5350,1,2,455.0,2,,"258,65",0.0,"0,00","0,00","0,00","34,76","33,12",78345,58.0,"310,29",1313.0,41.0,,,,2024,1,1,70270,3748,71295,1,8352,2024.0,1,2363
23057307,23057307-001,00 000 4433,1,2,370.0,2,,"23,94",0.0,"0,00","0,00","0,00","2,64","2,52",24994,998.0,"23,57",800.0,,,,,2024,3,26,70270,9061,71295,1,1,2024.0,1,3432
26341734,26341734-002,00 000 1357,1,1,89.0,4,,202.69,0.0,0,0,0,6.36,3.82,92269,61.0,"50,67",8566.0,113.0,,,,2025,1,1,70270,6085,71295,1,6256,2024.0,1,2475
26170614,26170614-001,00 000 2985,1,2,761.0,2,,"256,56",0.0,"0,00","0,00","0,00","54,77","50,62",63071,43.0,"472,66",8004.0,60.319,,,,2023,3,1,70270,2578,71295,1,11933,2023.0,1,895
26113075,26113075-001,00 000 5747,1,2,832.0,2,,"260,64",0.0,"0,00","0,00","0,00","111,94","101,66",24211,35.0,"948,13",4136.0,397.0,,,,2022,12,20,70270,177,71295,1,140,2022.0,1,2565
23237346,23237346-179,00 000 8380,0,1,210.0,2,36.0,"297,00",0.0,"0,00","0,00","0,00","20,68","21,08",93053,998.0,"184,43",1844.0,,2023.0,3.0,9.0,2022,8,11,70271,1488,71298,4,10023,2020.0,1,123
26081977,26081977-002,00 000 2562,1,1,820.0,2,,"588,75",1.0,"1.820,25","1.820,25","1.831,50","108,84","118,51",97514,46.0,"1.059,31",603.0,,,,,2023,1,1,70270,5968,71295,1,6149,2023.0,1,1557
27012832,27012832-001,00 000 1357,1,2,224.0,4,,"342,99",0.0,"0,00","0,00","0,00","24,78","16,18",74219,34.0,"211,51",603.0,218.0,,,,2024,8,19,70270,5078,71296,2,5288,2024.0,1,401
26953115,26953115-001,00 000 1366,0,2,256.0,4,,"35,28",0.0,"0,00","0,00","0,00","2,74","1,91",29633,46.0,"24,79",900.0,,2025.0,3.0,1.0,2024,6,18,70270,2656,71295,1,2450,2024.0,1,0
25766202,25766202-001,00 000 5816,0,2,365.0,2,311.0,"17,55",0.0,"0,00","0,00","0,00","2,14","1,92",67806,998.0,"17,55",7801.0,,2023.0,1.0,1.0,2022,1,1,70270,1549,71296,2,10097,2022.0,1,449
25308222,25308222-001,00 000 2883,1,2,578.0,2,,"81,20",0.0,"0,00","0,00","0,00","15,32","14,36",74572,24.0,"134,45",6007.0,,,,,2023,8,31,70270,3477,71295,1,3431,2020.0,1,3432
97319033,97319033-001,00 000 6274,1,2,1.185,2,,"541,23",0.0,"0,00","0,00","0,00","195,25","177,80",12555,49.0,"1.648,31",710.0,392.0,,,,2022,1,1,70270,572,71295,1,2714,2011.0,1,627
25832145,25832145-001,00 000 1721,1,2,1.034,1,,"332,17",0.0,"0,00","0,00","0,00","161,06","76,75",25554,34.0,"920,52",35.0,141.738,,,,2022,6,1,70270,179,71296,2,9737,2022.0,1,219
26379555,26379555-001,00 000 7741,1,2,455.0,2,,"142,02",0.0,"0,00","0,00","0,00","18,62","17,74",39217,55.0,"166,19",8004.0,34.0,,,,2024,1,1,70270,1875,71296,2,6949,2024.0,1,1217
26403365,26403365-001,00 000 7741,0,2,409.0,2,36.0,"235,98",0.0,"0,00","0,00","0,00","24,80","23,58",88299,73.0,"221,87",8566.0,135.369,2025.0,2.0,13.0,2024,1,1,70270,1766,71295,1,1438,2024.0,1,656
27130671,27130671-001,00 000 1357,1,2,107.0,4,,"305,36",0.0,"0,00","0,00","0,00","11,27","6,88",41379,32.0,"90,76",5.0,90.0,,,,2024,12,14,70270,1591,71295,1,1241,2024.0,1,1730
26372684,26372684-006,00 000 9856,1,1,455.0,2,,"682,77",0.0,"0,00","0,00","0,00","71,13","81,82",91550,998.0,"735,72",3001.0,,,,,2024,1,1,70271,3883,71297,3,3901,2024.0,1,357
14061027,14061027-003,00 000 5451,1,1,455.0,2,,"159,50",0.0,"0,00","0,00","0,00","20,32","23,25",24321,76.0,"209,46",8212.0,106.0,,,,2024,1,1,70270,816,71295,1,222,1972.0,1,268
25527609,25527609-001,00 000 2569,0,1,636.0,2,311.0,"641,63",0.0,"0,00","0,00","0,00","115,20","117,23",18573,46.0,"1.032,25",8253.0,74.967,2024.0,1.0,1.0,2022,4,5,70270,3713,71295,1,14411,2022.0,1,713
27103275,27103275-001,00 000 7974,1,3,89.0,2,,37.43,0.0,0,0,0,0.91,1.01,19055,60.0,"9,36",8212.0,53.701,,,,2025,1,1,70270,636,71296,2,1464,2025.0,1,12
27041892,27041892-001,00 000 1357,1,2,150.0,4,,"531,28",0.0,"0,00","0,00","0,00","26,64","16,87",84091,26.0,"221,37",8004.0,100.0,,,,2024,11,1,70270,9663,71295,1,7659,2024.0,1,198
25934278,25934278-001,00 000 8455,0,1,116.0,2,36.0,"146,05",0.0,"0,00","0,00","0,00","5,16","5,27",45721,72.0,"45,84",8004.0,21.5,2022.0,11.0,19.0,2022,7,26,70270,1074,71296,2,700,2022.0,1,528
96580005,96580005-002,00 000 1383,1,2,630.0,4,,"163,54",0.0,"0,00","0,00","0,00","28,48","19,01",76461,35.0,"245,20",3001.0,27.0,,,,2023,7,10,70270,5013,71296,2,5216,2015.0,1,1252
24328458,24328458-007,00 000 9969,1,2,1.185,2,,"77,97",0.0,"0,00","0,00","0,00","25,28","23,07",25488,998.0,"214,02",9116.0,,,,,2022,1,1,70271,298,71298,4,13722,2013.0,1,591
26520429,26520429-001,00 000 4815,1,2,455.0,2,,"208,09",0.0,"0,00","0,00","0,00","27,49","26,19",84079,39.0,"245,33",603.0,95.192,,,,2024,1,1,70270,4310,71295,1,4402,2024.0,1,631
25882837,25882837-004,00 000 2441,1,3,872.0,2,,"71,78",2.0,"97,04","97,04","97,63","15,63","15,36",92265,61.0,"146,21",8819.0,,,,,2022,11,10,70270,6934,71295,1,16465,2022.0,1,642
25030648,25030648-002,00 000 5326,0,2,426.0,2,312.0,"141,05",0.0,"0,00","0,00","0,00","20,20","17,85",16562,58.0,"165,54",603.0,51.0,2024.0,1.0,1.0,2022,11,1,70270,1441,71295,1,4451,2019.0,1,641
23681275,23681275-002,00 000 6528,1,2,820.0,2,,"278,18",0.0,"0,00","0,00","0,00","65,34","60,15",78713,77.0,"561,39",603.0,79.0,,,,2023,1,1,70270,2647,71295,1,2438,2011.0,1,107
25535264,25535264-002,00 000 8898,1,3,168.0,2,,"76,26",0.0,"0,00","0,00","0,00","3,92","4,14",32351,82.0,"39,23",1313.0,,,,,2024,10,14,70270,1300,71296,2,8081,2021.0,1,279
27067314,27067314-001,00 000 1744,1,2,171.0,1,,"996,47",0.0,"0,00","0,00","0,00","77,48","37,65",25348,38.0,"446,75",588.0,321.842,,,,2024,10,11,70270,143,71296,2,111,2024.0,1,1868
27033512,27033512-001,00 000 1357,1,2,201.0,4,,"543,14",0.0,"0,00","0,00","0,00","35,57","23,06",76287,27.0,"301,75",8566.0,119.0,,,,2024,9,11,70270,1743,71295,1,1414,2024.0,1,655
27079592,27079592-001,00 000 1388,0,3,0.0,4,,48.76,0.0,0,0,0,0.0,0.0,72649,59.0,"0,00",603.0,84.0,2025.0,1.0,1.0,2025,1,1,70270,6209,71295,1,6360,2025.0,1,116
26546354,26546354-001,00 000 3080,1,2,438.0,1,,"1.151,56",0.0,"0,00","0,00","0,00","298,56","145,25",22547,30.0,"1.720,33",588.0,207.6,,,,2024,1,18,70270,127,71295,1,9739,2024.0,1,408
27015898,27015898-001,00 000 4192,1,2,223.0,2,,"310,74",0.0,"0,00","0,00","0,00","22,00","21,05",17235,47.0,"195,38",1260.0,220.0,,,,2024,8,20,70270,2361,71296,2,2076,2024.0,1,656
25307113,25307113-003,00 000 1560,1,3,30.0,1,,38.74,0.0,0,0,0,0.58,0.27,25421,45.0,"3,23",2308.0,,,,,2025,3,1,70270,215,71296,2,169,2020.0,1,0
26239592,26239592-001,00 000 1382,1,3,649.0,4,,"110,46",0.0,"0,00","0,00","0,00","22,57","15,27",40595,28.0,"195,08",5.0,178.0,,,,2023,6,21,70270,1012,71296,2,6014,2023.0,1,904
26226804,26226804-001,00 000 1357,1,3,669.0,4,,"52,97",0.0,"0,00","0,00","0,00","10,72","7,24",63477,63.0,"92,57",603.0,85.0,,,,2023,6,1,70270,2236,71296,2,1943,2023.0,1,129
26399052,26399052-001,00 000 1357,1,3,455.0,4,,"38,22",0.0,"0,00","0,00","0,00","5,75","3,97",59329,63.0,"50,97",35.0,119.0,,,,2024,1,1,70270,2595,71295,1,2371,2024.0,1,38
26482392,26482392-039,00 000 8422,1,2,398.0,2,,"400,00",0.0,"0,00","0,00","0,00","40,77","38,91",91522,998.0,"363,33",603.0,,,,,2024,2,27,70271,1679,71298,4,1331,2024.0,1,510
25695054,25695054-004,00 000 4607,1,2,651.0,2,,"33,06",0.0,"0,00","0,00","0,00","6,43","5,98",38723,35.0,"55,90",5.0,,,,,2023,6,19,70270,1105,71295,1,10712,2021.0,1,1887
26507842,26507842-001,00 000 7103,1,2,467.0,2,,"130,87",0.0,"0,00","0,00","0,00","17,73","16,86",69488,57.0,"157,95",1313.0,56.0,,,,2023,12,20,70270,2849,71296,2,2665,2023.0,1,517
26510205,26510205-001,62 471 3002,1,1,455.0,2,,"334,42",0.0,"0,00","0,00","0,00","33,32","38,38",12359,56.0,"344,97",8566.0,3.658,,,,2024,1,1,70270,572,71295,1,6680,2024.0,1,452
25758292,25758292-001,00 000 5446,1,2,1.185,2,,"86,74",0.0,"0,00","0,00","0,00","29,34","26,78",24539,52.0,"248,44",603.0,30.0,,,,2022,1,1,70270,51,71296,2,10951,2022.0,1,2495
26343961,26343961-001,00 000 1366,1,1,486.0,4,,"139,47",0.0,"0,00","0,00","0,00","19,98","13,61",51503,39.0,"174,86",603.0,70.0,,,,2023,12,1,70270,869,71296,2,524,2023.0,1,230
26310956,26310956-001,00 000 1357,0,2,254.0,4,,"664,16",0.0,"0,00","0,00","0,00","53,15","36,06",80689,41.0,"461,22",1590.0,175.0,2024.0,6.0,1.0,2023,9,21,70270,1041,71295,1,4697,2023.0,1,700
27161220,27161220-001,00 000 1369,1,2,116.0,4,,"139,03",0.0,"0,00","0,00","0,00","5,52","3,40",35394,61.0,"44,80",1313.0,30.0,,,,2024,12,5,70270,3155,71295,1,3030,2024.0,2,1338
25359151,25359151-003,00 000 7697,0,2,345.0,2,501.0,"258,79",0.0,"0,00","0,00","0,00","27,15","25,73",86935,64.0,"243,69",8566.0,211.0,2025.0,1.0,1.0,2024,1,22,70270,5179,71295,1,5387,2020.0,1,184
23381658,23381658-014,00 000 1431,1,2,1.004,1,,"266,68",1.0,"2.165,04","2.165,04","2.518,28","106,19","50,77",24321,998.0,"607,73",2222.0,1.0,,,,2022,7,1,70271,617,71298,4,8250,2008.0,1,636
27241599,27241599-001,00 000 7012,1,2,30.0,2,,39.3,0.0,0,0,0,0.38,0.36,82194,41.0,"3,28",6948.0,,,,,2025,3,1,70270,3159,71295,1,3035,2025.0,1,0
26030323,26030323-001,00 000 1357,0,3,274.0,4,,"90,27",0.0,"0,00","0,00","0,00","8,42","5,35",50769,52.0,"67,95",5013.0,79.0,2023.0,8.0,17.0,2022,11,16,70270,1104,71295,1,11432,2022.0,1,563
96611853,96611853-003,00 000 1357,1,2,48.0,4,,211.78,0.0,0,0,0,3.73,2.22,25926,37.0,"29,41",8566.0,265.0,,,,2025,2,11,70270,318,71296,2,239,2012.0,1,1279
27226958,27226958-001,00 000 1357,1,2,55.0,4,,511.2,0.0,0,0,0,10.26,6.12,63477,27.0,"80,94",5.0,210.0,,,,2025,2,4,70270,2236,71296,2,1943,2025.0,1,1707
23932649,23932649-003,00 000 0506,1,3,689.0,1,,"84,85",0.0,"0,00","0,00","0,00","23,79","10,50",24944,55.0,"124,55",8566.0,132.8,,,,2023,5,12,70271,2,71295,1,2,2019.0,1,1007
25548547,25548547-002,00 000 9141,0,1,366.0,2,501.0,"299,21",0.0,"0,00","0,00","0,00","29,50","32,94",2727,60.0,"299,21",603.0,79.3,2025.0,1.0,1.0,2024,1,1,70270,4885,71295,1,5883,2020.0,1,972
26024539,26024539-001,00 000 2985,1,1,820.0,2,,"656,75",0.0,"0,00","0,00","0,00","102,35","112,23",95358,998.0,"1.003,02",603.0,20.0,,,,2023,1,1,70270,4128,71297,3,4175,2023.0,1,486
26132031,26132031-001,00 000 3844,0,2,715.0,2,311.0,"238,81",0.0,"0,00","0,00","0,00","56,41","51,77",33106,32.0,"486,22",603.0,53.743,2025.0,1.0,1.0,2023,1,17,70270,11241,71296,2,2334,2023.0,1,4
27055752,27055752-002,00 000 4309,1,3,110.0,2,,"156,76",0.0,"0,00","0,00","0,00","4,80","5,21",78126,40.0,"48,81",603.0,157.9,,,,2024,12,11,70270,4605,71295,1,4739,2024.0,1,516
25996019,25996019-001,00 000 9240,1,2,820.0,2,,"435,40",0.0,"0,00","0,00","0,00","97,20","89,72",15517,73.0,"837,69",710.0,272.0,,,,2023,1,1,70270,3692,71296,2,3673,2023.0,1,681
25588639,25588639-004,00 000 1357,0,2,127.0,4,,"688,68",0.0,"0,00","0,00","0,00","29,22","19,08",56470,30.0,"239,13",8566.0,167.0,2023.0,10.0,11.0,2023,6,6,70270,3807,71295,1,14603,2021.0,1,236
97045037,97045037-001,00 000 4565,1,3,455.0,2,,"430,31",1.0,"1.089,97","1.089,97","1.090,71","48,73","50,27",87785,45.0,"481,82",5.0,197.6,,,,2024,1,1,70270,4481,71295,1,4587,2010.0,1,569
25985269,25985269-001,00 000 1357,0,2,365.0,4,,"198,70",0.0,"0,00","0,00","0,00","24,28","15,86",93186,81.0,"198,70",1844.0,61.0,2024.0,1.0,1.0,2023,1,1,70270,4909,71296,2,5095,2023.0,1,18
27135721,27135721-001,00 000 3360,1,2,89.0,2,,371.57,0.0,0,0,0,10.63,10.31,59192,50.0,"92,89",9101.0,181.0,,,,2025,1,1,70270,1544,71295,1,1196,2025.0,1,234
24405978,24405978-003,00 000 8563,1,2,160.0,2,,"189,16",0.0,"0,00","0,00","0,00","9,18","8,82",93164,51.0,"81,12",9101.0,90.0,,,,2024,10,22,70270,4154,71296,2,4204,2016.0,1,1450
25620882,25620882-001,00 000 9240,1,1,89.0,2,,244.33,0.0,0,0,0,5.52,7.02,32429,69.0,"61,08",2228.0,20.0,,,,2025,1,1,70270,2678,71295,1,2930,2021.0,1,105
27111266,27111266-001,00 000 0920,1,1,138.0,1,,"455,68",0.0,"0,00","0,00","0,00","28,88","17,90",21516,80.0,"174,68",7107.0,162.688,,,,2024,11,13,70270,1614,71296,2,436,1984.0,1,218
23740673,23740673-001,00 000 1560,1,1,809.0,1,,"373,32",0.0,"0,00","0,00","0,00","112,55","66,07",22880,33.0,"643,79",7593.0,86.485,,,,2023,1,12,70271,7,71296,2,7,2011.0,1,387
25345848,25345848-003,00 000 9240,1,3,1.065,2,,"25,36",0.0,"0,00","0,00","0,00","8,42","8,09",74572,53.0,"76,66",710.0,261.0,,,,2022,5,1,70270,3477,71295,1,10404,2020.0,1,191
24026040,24026040-008,00 000 2808,1,2,734.0,2,,"44,35",0.0,"0,00","0,00","0,00","6,65","6,13",17291,53.0,"57,01",7100.0,,,,,2023,3,28,70270,2384,71296,2,810,2013.0,1,141
25972475,25972475-001,00 000 1366,1,2,908.0,4,,"194,48",0.0,"0,00","0,00","0,00","47,89","31,38",64297,63.0,"403,23",1844.0,58.449,,,,2022,10,5,70270,3389,71295,1,10532,2022.0,1,3
26727648,26727648-001,00 000 6309,1,2,381.0,2,,"362,94",0.0,"0,00","0,00","0,00","44,71","42,61",79677,36.0,"398,90",7106.0,95.0,,,,2024,3,15,70270,6716,71295,1,6797,2024.0,1,665
25791613,25791613-001,00 000 8361,0,3,979.0,2,36.0,"71,52",0.0,"0,00","0,00","0,00","22,12","21,15",98553,32.0,"199,69",8566.0,217.69,2024.0,9.0,6.0,2022,1,1,70270,1608,71296,2,1259,2022.0,1,232
26070986,26070986-001,00 000 9353,1,2,820.0,2,,"307,18",0.0,"0,00","0,00","0,00","65,55","60,60",25348,80.0,"565,89",1313.0,240.0,,,,2023,1,1,70270,143,71295,1,111,2023.0,1,203
26392320,26392320-001,12 297 3001,1,3,455.0,2,,"24,84",0.0,"0,00","0,00","0,00","2,69","2,77",37327,79.0,"26,57",603.0,32.0,,,,2024,1,1,70270,3595,71295,1,4902,2024.0,1,376
23294129,23294129-243,00 000 8468,1,2,820.0,2,,"660,00",0.0,"0,00","0,00","0,00","142,22","130,98",17033,998.0,"1.221,94",2222.0,,,,,2023,1,1,70271,833,71298,4,511,2007.0,1,17
26999280,26999280-001,00 000 1366,0,2,194.0,4,,"35,28",0.0,"0,00","0,00","0,00","2,08","1,45",46284,39.0,"18,82",2115.0,,2025.0,3.0,1.0,2024,8,19,70270,2117,71296,2,1862,2024.0,1,0
26445410,26445410-004,00 000 1357,1,2,76.0,4,,793.56,0.0,0,0,0,21.52,12.83,61197,24.0,"169,73",588.0,315.0,,,,2025,1,14,70270,4096,71295,1,4146,2023.0,1,2045
24845548,24845548-002,00 000 1383,1,3,1.151,4,,"42,84",1.0,"998,05","998,05","998,05","16,95","10,73",85716,42.0,"138,51",603.0,62.0,,,,2022,2,4,70270,2754,71295,1,2559,2018.0,1,460
25712656,25712656-007,00 000 3246,0,2,509.0,2,501.0,"25,64",0.0,"0,00","0,00","0,00","3,97","3,69",97493,998.0,"34,78",7721.0,,2025.0,1.0,1.0,2023,8,11,70271,3585,71297,3,3561,2021.0,1,6
24457491,24457491-002,00 000 1730,1,2,89.0,1,,228.99,0.0,0,0,0,9.92,4.81,25566,73.0,"57,25",35.0,241.0,,,,2025,1,1,70270,325,71295,1,187,2017.0,1,137
27034375,27034375-001,00 000 1366,0,3,172.0,4,,"24,80",0.0,"0,00","0,00","0,00","1,30","0,92",56422,39.0,"11,78",900.0,,2025.0,3.0,1.0,2024,9,10,70270,4706,71295,1,4859,2024.0,1,0
27134727,27134727-001,00 000 2438,1,1,89.0,2,,746.82,0.0,0,0,0,16.86,21.45,2826,72.0,"186,71",7107.0,70.0,,,,2025,1,1,70270,1308,71295,1,1440,2025.0,1,160
26326438,26326438-001,00 000 1357,0,2,400.0,4,,"303,27",0.0,"0,00","0,00","0,00","35,25","24,23",6118,30.0,"312,01",588.0,315.0,2024.0,11.0,13.0,2023,10,10,70270,2418,71295,1,7504,2023.0,1,381
